hip,proper,ra,dec,mag,ci,spect,con,bayer,flam
100044,,20.296445,38.03293,4.77,0.377,B2pe,Cyg,,34
100310,Alshat,20.344393,-12.75908,4.77,-0.047,B9IV,Cap,Nu,8
101027,,20.481004,-17.813687,4.77,0.386,F3V,Cap,Rho,11
112519,,22.791378,83.15383,4.77,1.257,K3III,Cep,,
14382,,3.092338,56.705719,4.77,1.018,K0II-III,Per,,
26563,,5.648079,-7.212829,4.77,0.139,A4V,Ori,,49
32533,,6.788842,8.037254,4.77,1.396,K4III,Mon,,17
45751,,9.329551,-11.974853,4.77,0.927,G8III,Hya,,26
122,,0.026616,-77.065724,4.78,1.254,K2III,Oct,The,
4147,,0.883471,-1.14426,4.78,1.55,M0III,Cet,,20
50564,,10.328938,19.470914,4.78,0.452,F6IV,Leo,,40
60351,,12.375087,25.84616,4.78,0.515,F8:p...,Com,,12
64852,,13.293412,5.469869,4.78,1.638,M2III,Vir,Sig,60
70104,,14.345159,-45.18706,4.78,0.31,F0IV,Lup,,
70306,,14.384942,-27.754017,4.78,1.3,K3III,Hya,,51
85755,,17.523598,-23.962643,4.78,0.016,A0V,Oph,,51
87294,,17.83642,-40.090435,4.78,0.259,A6Ib,Sco,Iot-2,
92024,,18.757465,-64.871259,4.78,0.199,A7V,Pav,,
9977,,2.141454,37.859077,4.78,0.12,A5IV-V,And,,58
110371,,22.355372,28.330529,4.78,-0.01,B9III,Peg,,32
110882,,22.464312,4.695664,4.78,1.039,K0III,Peg,,35
17587,,3.767314,63.345047,4.78,0.747,A3V...,Cam,,
21029,,4.509342,16.194014,4.78,0.17,A6IV,Tau,,
23231,,4.998816,-12.537416,4.78,0.267,F0V,Eri,,64
26199,,5.584078,-6.002027,4.78,-0.248,B0.5V,Ori,,
39847,,8.140963,51.50667,4.78,0.048,A2V,Lyn,,27
40274,,8.224866,-35.899518,4.78,-0.11,B2ne,Pup,,
47758,,9.736694,-27.769471,4.78,0.516,A7V+...,Ant,The,
1168,,0.243378,20.206702,4.79,1.572,M2III,Peg,Chi,89
9153,,1.965478,23.596061,4.79,0.29,F0V,Ari,Lam,9
64661,,13.25416,-67.894589,4.79,-0.078,B8V,Mus,Eta,
77655,,15.85387,35.657382,4.79,0.996,K0III-IV,CrB,Kap,11
80815,,16.503466,-25.115224,4.79,-0.116,B3V,Sco,,22
87220,,17.819577,-31.703203,4.79,-0.028,B8Ib/II,Sco,,
88149,,18.004388,4.368615,4.79,-0.1,B2Ve,Oph,,66
99824,,20.254415,25.591957,4.79,-0.181,B3V,Vul,,
109400,,22.163441,72.341207,4.79,0.919,G8III,Cep,,24
109908,,22.260253,-41.3467,4.79,0.79,G8III+...,Gru,Mu-1,
22678,,4.877218,36.703187,4.79,1.414,K3III,Aur,,2
41039,,8.375471,-48.490381,4.79,-0.146,B1V,Vel,,
45856,,9.349117,-62.404632,4.79,0.926,G6III,Car,,
3300,,0.701081,50.512526,4.8,-0.105,B2.5V,Cas,Xi,19
4151,,0.884511,61.12397,4.8,0.54,F8V,Cas,,
52502,,10.735258,-63.961072,4.8,-0.134,B5Vn,Car,,
,Alula Australis B,11.303118,31.528783,4.8,,G0 Ve,UMa,Xi,53
61394,,12.580857,22.629259,4.8,0.012,A0IV,Com,,23
64022,,13.119646,27.624741,4.8,1.482,K5III,Com,,41
69112,,14.147498,77.547514,4.8,1.368,K3III,UMi,,4
69879,,14.29995,35.509505,4.8,1.057,K1III,Boo,,
71995,,14.723712,26.52785,4.8,1.672,M3III,Boo,,34
73568,,15.035141,25.008138,4.8,1.506,K4III,Boo,Ome,41
79881,,16.304973,-28.61402,4.8,0.008,A0V:,Sco,,
84573,,17.288769,33.1001,4.8,-0.166,B1.5Vp,Her,,68
99639,,20.22168,46.815675,4.8,0.1,A5IIIn,Cyg,,30
103089,,20.887431,44.38726,4.8,-0.134,B5V,Cyg,,57
105382,,21.346008,-40.809465,4.8,0.029,A2p,Mic,The-1,
110672,,22.421284,1.377401,4.8,-0.171,B1Ve,Aqr,Pi,52
112051,,22.695947,29.307641,4.8,-0.013,A1IV,Peg,Omi,43
15197,Zibal,3.263896,-8.81973,4.8,0.232,A5m,Eri,Zet,13
20354,,4.359211,46.498878,4.8,-0.022,B4IV,Per,,53
20542,,4.401599,17.44413,4.8,0.154,A7V,Tau,Del-2,64
23364,,5.023985,-7.173965,4.8,-0.164,B3V,Eri,Psi,65
31832,,6.655507,42.488877,4.8,1.236,K3III,Aur,Psi-2,50
45038,,9.173204,67.134018,4.8,0.489,F7IV-V,UMa,Sig-2,13
45493,,9.269808,54.021857,4.8,0.199,A5V,UMa,,18
45811,,9.341394,-9.555695,4.8,0.913,F5V+...,Hya,,27
55687,,11.410164,-10.859323,4.81,1.556,K5III,Crt,Eps,14
70755,Elgafar,14.470038,-2.227957,4.81,0.693,G2III,Vir,Phi,105
90289,,18.422511,-20.541679,4.81,1.31,A1/A2V,Sgr,,21
101867,,20.642038,21.201174,4.81,-0.03,A0V,Vul,,29
102724,,20.815637,46.114134,4.81,0.571,B3Ia,Cyg,,55
24010,,5.161654,15.597232,4.81,0.313,F2IV,Ori,,15
24372,,5.229288,-67.185255,4.81,1.274,K2III,Dor,The,
24659,,5.291411,-34.895207,4.81,0.987,K0/K1III/IV,Col,Omi,
28237,,5.966571,25.953912,4.81,-0.088,B1Ib,Tau,,139
39138,,8.005547,-63.567456,4.81,-0.173,B3V,Car,,
47029,,9.584399,39.621493,4.81,0.992,K0III,Lyn,,
9095,,1.952792,-47.385277,4.82,0.864,G8III,Phe,,
50799,,10.372108,-41.64996,4.82,1.095,K1IIIvar,Vel,,
51459,,10.510461,55.980536,4.82,0.541,F8V,UMa,,36
60710,,12.442158,-51.450635,4.82,-0.141,B3Vn,Cen,,
66458,,13.624345,36.294898,4.82,0.239,A7III,CVn,,25
69226,,14.173315,25.091677,4.82,0.541,F9IVw,Boo,,12
78554,,16.038248,22.804454,4.82,0.066,A3V,Ser,Pi,44
80179,,16.367875,1.029039,4.82,0.338,F0V,Ser,Sig,50
82321,,16.820615,45.983323,4.82,0.087,A2p...,Her,,52
83262,,17.017667,-4.222644,4.82,1.483,K4III,Oph,,30
90344,Fafnir,18.433069,65.56348,4.82,1.179,K2III,Dra,,42
92782,,18.90661,71.297192,4.82,1.151,K0III,Dra,Ups,52
104019,,21.073417,-19.854991,4.82,0.169,A5V,Cap,Eta,22
110386,,22.358632,12.205186,4.82,-0.132,B2IV-V,Peg,,31
111123,,22.510782,-10.67795,4.82,-0.053,A0IVs,Aqr,Sig,57
115022,,23.295732,49.0153,4.82,1.668,M2III,And,,8
116901,,23.696057,-17.816533,4.82,0.822,G2Ib/II,Aqr,,104
24340,,5.223811,38.484498,4.82,0.189,A4m,Aur,Mu,11
31827,,6.654644,-14.145764,4.82,1.459,K2III,CMa,,
33092,,6.892474,-20.224254,4.82,-0.212,B1Ib,CMa,,15
36773,,7.563323,-14.523892,4.82,1.362,A4Ia,Pup,,
4292,,0.916715,58.972698,4.83,1.216,K2III,Cas,Ups-1,26
6813,,1.460915,45.406687,4.83,0.421,F5IV,And,Ome,48
63724,,13.059256,-49.527264,4.83,0.029,A0V,Cen,Xi-1,
73695,,15.063174,47.65406,4.83,0.647,G2V + G2V,Boo,,44
74449,,15.213776,-44.500414,4.83,-0.177,B3IV,Lup,,
80704,,16.477373,41.881677,4.83,1.289,M6III:var,Her,,30
83574,,17.080376,-34.12293,4.83,0.257,B2Iab,Sco,,
92088,,18.767911,26.66213,4.83,1.199,K3III,Lyr,,
93026,,18.951019,-5.846314,4.83,1.057,K1III,Sct,Eta,
93174,,18.978721,-37.107357,4.83,0.396,F3IV/V,CrA,Eps,
12390,,2.659398,-11.872156,4.83,0.447,F5V,Cet,Eps,83
12876,,2.759048,-67.616617,4.83,0.058,A2IV/V,Hyi,Zet,
34495,,7.147519,-39.655657,4.83,-0.179,B3IV/V,Pup,,
35210,,7.276898,-23.315594,4.83,1.601,K4III,CMa,,
40945,,8.356397,-33.054366,4.83,1.419,K2/K3III,Pup,,
42726,,8.707054,-53.113984,4.83,-0.173,B3IV,Vel,,
7007,,1.503087,6.14382,4.84,1.372,K4III,Psc,Mu,98
53807,,11.009347,3.617494,4.84,1.144,K1III,Leo,,58
57328,,11.754733,8.258119,4.84,0.174,A4V,Vir,Xi,2
70027,,14.329233,16.306948,4.84,1.228,K3III,Boo,,20
,Graffias,16.072774,-11.374611,4.84,0.45,F6 IV-V,Sco,Xi,
81008,,16.543415,11.488041,4.84,1.495,K4III,Her,,29
81660,,16.681978,64.589046,4.84,1.212,K1p,Dra,,18
82020,,16.754946,56.781857,4.84,0.375,F2V,Dra,,
98353,,19.982555,-26.195767,4.84,0.882,G8II/III,Sgr,,60
10340,,2.220369,44.231652,4.84,1.476,K4III,And,,60
10644,,2.284191,34.224231,4.84,0.607,G0V,Tri,Del,8
112203,,22.724993,-41.414347,4.84,1.027,K0III,Gru,Rho,
112374,,22.760519,-53.500121,4.84,1.18,K2IIICNIV,Gru,Eta,
114104,,23.110226,59.41976,4.84,-0.06,B0.5IV,Cas,,1
15457,,3.322693,3.370198,4.84,0.681,G5Vvar,Cet,Kap-1,96
19740,,4.232329,9.263824,4.84,0.799,G5III,Tau,,47
26777,,5.688255,16.534148,4.84,-0.125,B3IV...,Tau,,126
37297,,7.657595,-38.308021,4.84,-0.189,B3V,Pup,,
42134,,8.5888,-58.009228,4.84,0.981,K0III,Car,,
49712,,10.148957,-51.811261,4.85,-0.12,B3IV,Vel,,
64408,,13.200901,-37.803022,4.85,0.693,G3V,Cen,,
74837,,15.294136,-63.610465,4.85,1.26,K2.5III,Cir,Eps,
87846,,17.946507,-44.342246,4.85,1.176,K2III,Sco,,
89918,,18.347795,3.377165,4.85,0.911,G8III,Oph,,74
93148,,18.974378,-52.938629,4.85,-0.051,A0V,Tel,Lam,
14862,,3.198957,74.393659,4.85,0.035,A2Vnn,Cas,,
15416,,3.312174,34.222653,4.85,1.491,K2II,Per,,
36431,,7.497615,-23.024287,4.85,0.243,A6Ib/II,Pup,,
2210,,0.465472,-33.007167,4.86,1.634,M2/M3III,Scl,Eta,
51808,,10.584878,75.712948,4.86,0.957,K0III,Dra,,
64820,,13.286952,-66.783438,4.86,1.48,K2Ib/II,Mus,,
70327,,14.389638,8.446617,4.86,0.01,A0V,Boo,,
71832,,14.694097,8.161764,4.86,0.992,G8IIIvar,Boo,,31
80181,,16.368287,30.891996,4.86,0.97,K0III,CrB,Xi,19
81122,,16.568061,-44.045315,4.86,0.045,B0Ia,Nor,Mu,
81497,,16.645794,48.928342,4.86,1.562,M2.5III,Her,,42
85829,,17.537767,55.172958,4.86,0.279,Am,Dra,Nu-2,25
86736,,17.723833,-21.683194,4.86,0.469,F6/F7V,Oph,,58
91918,,18.738711,-35.641987,4.86,-0.168,B2V,Sgr,,
92761,Ainalrami,18.902827,-22.744834,4.86,1.412,K1II,Sgr,Nu-1,32
94643,,19.259007,-25.256682,4.86,0.569,K0/K1III+..,Sgr,Psi,42
101773,,20.626465,-61.529918,4.86,0.447,Fm delta Del,Pav,Rho,
109068,,22.094653,5.05853,4.86,1.443,K4III,Peg,Nu,22
15382,,3.30614,-22.511118,4.86,0.904,K0III,Eri,,15
32438,,6.770595,59.44167,4.86,0.084,A3V,Lyn,,12
42483,,8.661799,-29.561084,4.86,0.9,G5III,Pyx,Zet,
6411,Adhil,1.372337,45.528778,4.87,1.077,K0III-IV,And,Xi,46
51979,,10.620481,-27.412634,4.87,1.626,M1III,Hya,,
52736,,10.780898,-64.383474,4.87,-0.149,B3IV,Car,,
97290,,19.772707,-19.761113,4.87,1.061,K0III,Sgr,,56
12093,,2.597909,5.593246,4.87,0.88,G8III,Cet,Nu,78
106551,,21.579596,38.534054,4.87,1.085,K1III,Cyg,,72
15110,,3.24836,21.044441,4.87,-0.007,A1V,Ari,Zet,58
19777,,4.239914,-10.256283,4.87,1.156,K3III,Eri,,39
34899,,7.220377,-45.182739,4.87,-0.003,Ap,Pup,,
42662,,8.695371,-15.943384,4.87,1.063,K0IIICN...,Hya,,9
43825,,8.925434,-27.681871,4.87,0.142,A3IV,Pyx,Del,
48559,,9.903425,-25.932345,4.87,1.199,K2III,Hya,,
58484,,11.993796,-78.221839,4.88,-0.054,B9Vn,Cha,Eps,
61960,,12.698071,10.235625,4.88,0.076,A0V,Vir,Rho,30
63462,,13.004576,30.785021,4.88,1.165,K1IIIp,Com,,37
82860,,16.93375,65.134796,4.88,0.481,F6Vvar,Dra,,19
87936,,17.963279,-41.716295,4.88,1.617,M0III,Sco,,
91845,,18.725348,-8.275215,4.88,1.112,G8II,Sct,Eps,
94820,,19.293911,-18.952908,4.88,1.013,K0III,Sgr,,43
96341,,19.586942,-48.099202,4.88,1.096,G9III,Tel,Iot,
11345,,2.432501,-12.29048,4.88,-0.027,A0V,Cet,Rho,72
117301,,23.784284,58.651989,4.88,1.122,K1III,Cas,Tau,5
118209,,23.977883,-3.555983,4.88,0.93,G9III,Psc,,27
118243,,23.983482,55.754928,4.88,-0.071,B1V...,Cas,Sig,8
25539,,5.460579,21.936965,4.88,-0.14,B2.5IV,Tau,,114
27468,,5.816935,24.567535,4.88,1.021,G8IIIvar,Tau,,132
27810,,5.885245,-33.801361,4.88,-0.154,B5V,Col,Lam,
35412,,7.311216,-24.558701,4.88,-0.16,O7f,CMa,,29
910,,0.187739,-15.467977,4.89,0.487,F5V,Cet,,6
51523,,10.522775,-53.715484,4.89,0.5,F6V,Vel,,
52009,,10.625909,-13.384543,4.89,2.8,C,Hya,,
57443,,11.775376,-40.500354,4.89,0.664,G3/G5V,Cen,,
57851,,11.864237,-65.20591,4.89,-0.123,B4V,Mus,,
62886,,12.888263,21.244943,4.89,0.904,G8III,Com,,35
69896,,14.303877,-81.00776,4.89,0.243,A2m...,Aps,Eta,
83613,,17.089636,12.740828,4.89,0.125,A4IV,Her,,60
85819,,17.536251,55.184243,4.89,0.251,Am...,Dra,Nu-1,24
97118,,19.737943,37.354355,4.89,0.948,G8III,Cyg,,15
102831,,20.8328,-33.779722,4.89,1.004,G8III,Mic,Alp,
111841,,22.654355,39.050269,4.89,-0.207,O9V,Lac,,10
115990,,23.500536,58.54892,4.89,-0.122,B3IV,Cas,,
22453,,4.831846,37.488275,4.89,1.447,K4II,Per,,
25302,,5.412452,1.846445,4.89,-0.2,B1V:pe,Ori,Psi-1,25
27511,,5.825814,12.651324,4.89,-0.068,B9IV,Tau,,134
37265,Jishui,7.65276,34.584346,4.89,0.413,F3III,Gem,Omi,71
37908,,7.768736,18.510043,4.89,1.425,K5III,Gem,,81
3801,,0.813892,50.968168,4.9,-0.091,B9III,Cas,Nu,25
6670,,1.427009,-14.598796,4.9,1.231,K2III,Cet,,46
62683,,12.844769,-33.999302,4.9,-0.031,B9V,Cen,,
64583,,13.237578,-59.103235,4.9,0.489,F7IV,Cen,,
78655,,16.05672,-38.602541,4.9,-0.146,B6III/IV,Lup,,
78821,Acrab B,16.09071,-19.80186,4.9,-0.024,B2V,Sco,Bet-2,8
80686,,16.474422,-70.084401,4.9,0.555,F9V,TrA,Zet,
97679,,19.851141,22.610046,4.9,-0.153,B2.5V,Vul,,12
102790,,20.824709,-46.226826,4.9,1.494,K5III,Ind,Zet,
26885,,5.707953,1.474629,4.9,1.144,K1III,Ori,,51
33485,,6.960309,45.094094,4.9,0.027,A2Vn,Lyn,,16
52085,,10.643043,-16.876572,4.91,0.922,G8III,Hya,Phi-3,
61966,,12.699051,-59.685819,4.91,-0.044,B6IV,Cru,,
66257,,13.579943,37.182415,4.91,0.404,F2IV SB,CVn,,
73473,,15.016208,-8.518943,4.91,0.0,B9.5V,Lib,Del,19
74604,,15.2437,-31.519121,4.91,0.374,F3III,Lup,,1
81724,,16.692884,-17.742167,4.91,1.095,G8II/III,Oph,,
83608,,17.088929,54.470042,4.91,0.471,F5,Dra,Mu,21
98055,,19.927167,52.438948,4.91,0.124,A4Vn,Cyg,Psi,24
12623,,2.704144,40.193944,4.91,0.582,F9V,Per,,12
101101,,20.494167,-2.885531,4.91,1.16,K2III,Aql,,69
101692,,20.61212,-2.549957,4.91,1.606,K5II,Aql,,70
111310,,22.55001,-61.982122,4.91,1.612,M4III,Tuc,Nu,
113186,,22.920464,8.816166,4.91,-0.003,A1V,Peg,Rho,50
21139,,4.531296,-0.044011,4.91,1.32,K3II-III,Eri,,45
23362,,5.023772,-20.051918,4.91,-0.047,B9V,Lep,,
23835,,5.124164,18.645052,4.91,0.657,G4V,Tau,,104
30093,,6.333222,-2.944493,4.91,1.613,M1III,Ori,,
34622,,7.170467,-4.237106,4.91,1.02,K0III,Mon,,20
34752,,7.194255,39.320549,4.91,1.451,K4II-III,Aur,,63
9061,,1.944499,-22.526785,4.92,1.434,K3III,Cet,,56
54204,,11.088867,-27.293612,4.92,0.369,F3IV/V,Hya,Chi-1,
60697,,12.440018,27.268237,4.92,0.277,F0p,Com,,14
66200,,13.56887,3.658967,4.92,0.029,A1p SrCrEu,Vir,,78
67480,,13.828564,21.264105,4.92,1.432,K4III,Boo,,6
72104,,14.749778,-35.191826,4.92,0.013,A0V,Cen,,
75379,,15.403303,-10.322266,4.92,0.453,F5IV,Lib,Eps,31
88726,,18.113858,-43.425216,4.92,0.255,A5V,CrA,,
89861,,18.338309,21.961297,4.92,1.594,M1III,Her,,106
90830,,18.529287,-45.914814,4.92,-0.101,B6IV,Tel,Del-1,
92689,,18.887096,50.708221,4.92,0.903,G8III,Dra,,
102388,,20.747919,25.270617,4.92,1.183,K2III,Vul,,30
28574,,6.030673,-10.59793,4.92,-0.128,B5III,Mon,,3
28816,,6.083091,-16.484435,4.92,0.196,Ap shell,Lep,,17
30520,,6.414973,49.287893,4.92,1.905,K5Iabvar,Aur,Psi-1,46
34059,,7.064896,-49.58392,4.92,0.14,A4IV,Pup,,
36547,,7.517911,82.411466,4.92,1.633,M4IIIa,Cam,,
45439,,9.2602,-38.569942,4.92,1.084,K1III,Vel,,
56280,,11.53789,-29.261022,4.93,0.54,F8V,Hya,,
56986,,11.681568,-62.090101,4.93,1.111,G3Ib,Cen,,
59847,,12.272372,23.945409,4.93,0.957,K0III,Com,,7
62763,,12.861645,27.540712,4.93,0.681,G0III,Com,,31
63503,,13.012125,56.366338,4.93,0.368,F2V,UMa,,78
69269,,14.18069,-16.30203,4.93,1.684,M1III,Vir,,
72631,,14.850298,-2.29915,4.93,0.988,G8...,Lib,,11
73996,,15.121682,24.869195,4.93,0.429,F5V,Boo,,45
79375,,16.199997,-10.064253,4.93,0.087,A3IV,Sco,Psi,15
96483,,19.614847,-7.027477,4.93,-0.046,B0.5III,Aql,Kap,39
99120,,20.1231,-52.880793,4.93,1.591,M1II,Tel,Xi,
99303,,20.157116,36.839621,4.93,-0.139,B2.5V,Cyg,,28
99770,,20.242229,36.806302,4.93,0.151,A2V,Cyg,,29
102571,,20.786319,34.374123,4.93,1.294,K3IIIvar,Cyg,,
114939,,23.280817,-7.726504,4.93,1.613,M3III,Aqr,Chi,92
117073,,23.733189,29.361454,4.93,0.935,K0III,Peg,,78
19515,,4.180708,-41.993573,4.93,0.334,A9V,Hor,Del,
19990,,4.287684,20.578591,4.93,0.259,A3m,Tau,Ome-2,50
20252,,4.340178,34.566725,4.93,0.95,G8III,Per,,54
23179,,4.987612,37.890245,4.93,0.037,A1V,Aur,Ome,4
36942,,7.594365,-52.533836,4.93,1.373,K3III,Car,,
37609,,7.716788,58.71036,4.93,0.104,A3IVn,Lyn,,24
39079,,7.995598,-3.679583,4.93,1.205,K2III,Mon,,27
43937,,8.949562,-59.229338,4.93,-0.182,B2IV-V,Car,,
47592,,9.704011,-23.915569,4.93,0.534,G0V,Hya,,
50933,,10.402182,65.566423,4.94,-0.052,A0sp...,UMa,,
51495,,10.517242,-73.22149,4.94,1.677,K4/K5III,Car,,
64166,,13.150909,-23.11807,4.94,1.048,K0III,Hya,Psi,45
64540,,13.228597,40.152885,4.94,1.061,K0III,CVn,,
80650,,16.4664,68.768137,4.94,-0.051,A0III,Dra,,15
93279,,19.000229,32.145514,4.94,1.465,K3III,Lyr,Lam,15
10280,,2.206191,30.303067,4.94,0.77,F5V comp SB,Tri,,6
13905,,2.984356,35.183128,4.94,1.235,K2III,Per,,24
99742,,20.237949,15.197609,4.94,0.072,A2V,Aql,Rho,67
101138,,20.500983,48.951569,4.94,-0.087,B2.5IV,Cyg,Ome-1,45
109422,,22.169093,-32.548407,4.94,0.489,F6V,PsA,Tau,15
33357,,6.937775,-48.721144,4.94,1.668,M1III,Pup,,
35727,,7.370425,-19.0166,4.94,-0.039,B5II/III,CMa,,
39424,,8.058634,27.794332,4.94,1.13,K2III,Gem,Chi,
43347,,8.8299,-45.307875,4.94,0.043,A2III,Vel,,
48615,Felis,9.914503,-19.00936,4.94,1.559,K5III,Hya,,
3414,,0.724466,47.024546,4.95,0.17,A5V,Cas,Pi,20
6242,,1.334699,58.231611,4.95,0.683,F0Ia,Cas,Phi,34
55945,,11.465622,2.856265,4.95,1.0,G8II-III,Leo,Tau,84
61384,,12.578902,70.02177,4.95,1.312,K2III,Dra,,6
78207,,15.969825,-14.279358,4.95,-0.08,B8Ia/Iab,Lib,,48
79509,,16.224648,-54.630467,4.95,1.017,G4III,Nor,Kap,
79822,,16.291791,75.75533,4.95,0.393,F5V,UMi,Eta,21
98068,,19.931045,38.486705,4.95,-0.086,B5IV,Cyg,,22
98608,,20.029093,-59.375893,4.95,1.356,M6III,Pav,,
112917,,22.867225,43.312417,4.95,1.559,M0III,Lac,,15
115738,,23.448876,1.255608,4.95,0.036,A0p,Psc,Kap,8
117245,,23.773199,3.486811,4.95,2.508,C5II,Psc,,19
18505,,3.957067,63.072264,4.95,-0.074,B9.5V,Cam,,
26736,,5.680754,-1.128787,4.95,-0.197,B2IV-V,Ori,,
29434,,6.200911,16.130406,4.95,-0.149,B5Vn,Ori,,69
7818,,1.676337,40.577049,4.96,-0.068,B8III,And,Tau,53
7918,,1.696383,42.613369,4.96,0.618,G2V,And,,
67494,,13.831191,-18.134168,4.96,1.059,K0III,Vir,,89
78180,,15.963196,54.749762,4.96,0.269,F0IV,Dra,,
78650,,16.05573,-25.86524,4.96,1.234,K3III,Sco,,
88657,,18.100528,22.218879,4.96,1.656,M3IIIa+...,Her,,98
89153,,18.19537,-23.701235,4.96,1.055,K0III,Sgr,,1
89172,,18.198377,31.40535,4.96,1.643,M3III,Her,,104
11918,,2.564085,-28.232343,4.96,-0.05,B9V,For,Ome,
115590,,23.413959,62.282806,4.96,1.676,M1III,Cas,,4
15648,,3.357381,43.329651,4.96,0.051,A3V,Per,,32
20877,,4.473992,16.359672,4.96,1.137,K2IIIvar,Tau,,75
24822,,5.321278,22.096494,4.96,0.937,G8III,Tau,,109
27949,,5.914107,55.706947,4.96,0.052,A2V,Aur,Xi,30
5862,,1.253043,-45.531664,4.97,0.571,F8V,Phe,Nu,
9009,,1.933337,68.685242,4.97,-0.084,B8III,Cas,Ome,46
50847,,10.382824,-66.901498,4.97,-0.128,B8V,Car,,
60172,,12.339161,3.312574,4.97,1.172,K1III,Vir,,16
65721,,13.473837,13.778787,4.97,0.714,G5V,Vir,,70
70753,,14.469564,-29.491638,4.97,-0.074,B7/B8V,Hya,,52
76742,,15.67136,-23.818078,4.97,1.302,K3III,Lib,,42
79790,,16.283593,-50.068122,4.97,0.788,F9Ia,Nor,Gam-1,
83430,,17.052186,14.091947,4.97,1.6,M3III,Her,,
116310,,23.565884,31.325277,4.97,1.383,K4III,Peg,,72
116758,,23.663074,-14.222178,4.97,0.257,A7IV,Aqr,Ome-1,102
117221,,23.767234,46.420276,4.97,1.086,G5Ib,And,Psi,20
17313,,3.706291,33.965026,4.97,-0.048,B0.5V,Per,,40
18772,,4.021697,-61.078822,4.97,1.386,K4III,Ret,Iot,
20250,,4.339227,27.350754,4.97,1.15,K1III,Tau,Phi,52
28010,,5.924975,-37.120668,4.97,1.102,K1IIICN...,Col,Xi,
38538,,7.891616,26.765783,4.97,0.098,A3V,Gem,Phi,83
7999,,1.712086,-3.6902,4.98,1.378,K3II-III,Cet,,
53824,,11.012445,6.101449,4.98,0.166,A5III,Leo,,59
57696,,11.832395,-70.22579,4.98,1.36,G5Ib,Mus,,
60746,,12.449805,26.825699,4.98,0.088,A4V,Com,,16
76041,,15.529718,40.899332,4.98,0.086,A5V,Boo,Nu-2,53
78493,,16.024047,29.851061,4.98,-0.05,A0p...,CrB,Iot,14
90156,,18.398507,58.800736,4.98,0.082,A3V,Dra,,39
92951,Alya B,18.937401,4.202132,4.98,0.204,A5Vn,Ser,The-2,63
95066,,19.342473,-5.415766,4.98,0.937,G8III-IV...,Aql,,26
98073,,19.932051,58.845969,4.98,1.584,K5II-III,Cyg,,
10053,,2.157036,25.939892,4.98,0.339,F2III,Ari,,14
13884,,2.979939,-64.071284,4.98,0.126,A5III,Hor,Bet,
23783,,5.111289,51.59772,4.98,0.343,F0V,Aur,,9
26220,,5.587728,-5.387315,4.98,,O7,Ori,The-1,41
26235,,5.589695,-5.41606,4.98,-0.097,O9.5Vpe,Ori,The-2,43
37379,,7.673114,-15.26392,4.98,1.543,K3III,Pup,,
42509,,8.667076,-12.475372,4.98,1.415,K3III,Hya,,6
355,,0.075033,-10.509523,4.99,1.619,K3Ibvar,Cet,,3
55560,,11.380442,43.482703,4.99,0.998,G8II,UMa,,56
59856,,12.27504,33.061527,4.99,1.14,K1III,Com,,
66821,,13.695775,-54.559425,4.99,-0.055,B8Vn+...,Cen,,
69389,,14.20439,2.409433,4.99,-0.118,B9p Si,Vir,,
75206,,15.368975,-47.927792,4.99,0.515,F8V,Lup,Nu-1,
75312,,15.38675,30.287812,4.99,0.577,G2V,CrB,Eta,2
78323,,15.991743,-41.744436,4.99,0.988,G8III,Lup,,
89348,,18.231545,64.397287,4.99,0.44,F5V,Dra,,36
95372,,19.402105,29.621338,4.99,-0.12,B3IV,Cyg,,2
9505,,2.038359,54.487541,4.99,-0.071,B8III,Per,,4
98842,,20.072108,-32.056296,4.99,1.208,K1III/IV,Sgr,,
109289,,22.140537,-34.043841,4.99,1.499,K4III,PsA,Ups,
113288,,22.940555,49.733544,4.99,1.778,K5Ibvar,Lac,,
115115,,23.316021,-9.61075,4.99,-0.022,A0V,Aqr,Psi-3,95
16147,,3.467517,49.062866,4.99,-0.091,B5V,Per,,
17304,,3.704139,-31.938361,4.99,-0.159,B5III,For,Del,
18488,,3.952303,61.108883,4.99,1.435,K3I-II,Cam,,
21644,,4.64821,-12.123121,4.99,0.074,A0V,Eri,,
25142,,5.380556,3.544452,4.99,-0.096,B1V,Ori,,23
32844,,6.846097,41.78123,4.99,1.256,K3III,Aur,Psi-7,58
32855,,6.847876,-34.367318,4.99,1.379,K2/K3III,Pup,,
33971,,7.048549,-4.239231,4.99,-0.195,B1V,Mon,,19
36041,,7.427471,9.276097,4.99,0.991,G8III,CMi,Eps,2
40259,,8.222213,-15.788221,4.99,1.066,G5Ib/II,Pup,,20
44659,,9.099546,5.092316,4.99,1.189,K2II-III,Hya,Ome,18
45085,,9.184556,-44.867902,4.99,0.222,B5Ia,Vel,,
46771,,9.532428,11.299827,4.99,1.046,K0IIIvar,Leo,Xi,5
55588,,11.386857,-36.164769,5.0,1.464,K4III,Cen,,
57175,,11.725332,-62.489396,5.0,0.784,F9Ia,Cen,,
76008,,15.523619,77.349352,5.0,1.545,K5III,UMi,The,15
,,16.072774,-11.374611,5.0,,F6 IV-V,Sco,Xi,
79043,Marsic,16.134591,17.04698,5.0,0.931,G8III,Her,Kap,7
88060,,17.9848,-30.253025,5.0,1.654,K5/M0III,Sgr,,
88788,,18.12465,43.461891,5.0,0.913,G8III...,Her,,
