hip,proper,ra,dec,mag,ci,spect,con,bayer,flam
105898,,21.447668,48.835168,5.29,0.108,A6pe...,Cyg,,
106327,,21.534965,-41.17931,5.29,1.109,K0III,Gru,Xi,
107472,,21.767879,22.94888,5.29,1.381,K0Ib,Peg,,12
108991,,22.079839,-0.906343,5.29,0.231,A5m,Aqr,,32
19719,,4.225862,7.716045,5.29,0.366,F3V...,Tau,,46
20704,,4.435084,31.438911,5.29,0.986,K1III,Per,,
22287,,4.800069,56.757183,5.29,0.246,A3m,Cam,,4
24873,,5.333062,-12.315585,5.29,-0.104,B7/B8V,Lep,Nu,7
26868,,5.704221,-34.667812,5.29,-0.032,B9/B9.5V,Col,,
27947,,5.913916,-52.635481,5.29,0.295,F0Ve...,Pic,,
33316,,6.929702,-22.941439,5.29,-0.163,B2/B3III,CMa,,
35427,,7.314243,-26.585854,5.29,0.956,G2II,CMa,,
48390,,9.864732,24.395369,5.29,0.229,A5IV,Leo,,22
3231,,0.68533,39.458664,5.3,0.891,G8III,And,,32
49809,,10.168302,-12.815923,5.3,0.368,F2/F3IV/V,Hya,,
56034,,11.484481,39.336974,5.3,0.019,A2V,UMa,,57
85084,,17.389331,-28.142831,5.3,1.549,K4/K5III,Oph,,43
89773,,18.319633,24.446059,5.3,1.508,K4II SB,Her,,105
96808,,19.678717,-16.293268,5.3,1.109,K1III,Sgr,,54
98421,,19.997595,-34.697799,5.3,0.17,A4/A5IV,Sgr,The-2,
12225,,2.623425,-52.543086,5.3,0.289,A6V,Hor,Eta,
12489,,2.678075,27.060943,5.3,0.081,A3V,Ari,,33
99951,,20.279746,24.671102,5.3,0.951,G8III,Vul,,24
100541,,20.386304,5.342987,5.3,0.983,G8III-IV,Aql,,
103511,,20.971209,22.325908,5.3,1.419,K4III,Vul,,33
103569,,20.984577,4.293481,5.3,0.464,F5III...,Equ,Eps,1
104365,,21.142673,-21.193669,5.3,0.0,A0V,Cap,Chi,25
105942,,21.455935,37.116798,5.3,-0.14,B3V,Cyg,,70
107151,,21.704292,5.680137,5.3,1.653,M2III,Peg,,7
114200,,23.127575,46.387231,5.3,1.409,K5III,And,,4
116820,,23.677266,-32.073125,5.3,0.965,K0III,Scl,Mu,
117730,,23.876974,10.94732,5.3,0.186,A4Vn,Peg,,82
16499,,3.540631,46.056862,5.3,0.398,F4IIIvar,Per,,36
21914,,4.712899,-50.481334,5.3,0.977,K0/K1III,Pic,Lam,
21928,,4.715089,43.365138,5.3,0.028,A1Vn,Per,,59
23467,,5.045279,-71.3143,5.3,0.996,G8III,Men,Bet,
32411,,6.766499,-14.796127,5.3,0.075,A1IV/V,CMa,,
34802,,7.204392,-40.498808,5.3,0.072,A3p...,Pup,,
37704,,7.735254,25.784159,5.3,1.535,K5III,Gem,,76
38962,,7.972404,2.224767,5.3,0.933,K0III,CMi,,14
39780,,8.129404,21.581816,5.3,0.642,G2IV,Cnc,Mu-2,10
43305,,8.822702,-3.443023,5.3,-0.08,B9MNp...,Hya,,14
45290,,9.230059,43.217825,5.3,-0.13,B8IIIMNp,Lyn,,36
47479,,9.678494,-57.983553,5.3,0.195,A3IV,Car,,
55016,,11.264417,13.307578,5.31,1.189,K3III,Leo,,73
56997,,11.684171,34.201635,5.31,0.723,G8Vvar,UMa,,61
57562,,11.798584,8.245895,5.31,0.038,A1,Vir,,4
59654,,12.234085,-45.723919,5.31,1.4,K3III,Cen,,
64577,,13.236361,-19.930947,5.31,0.862,G8III/IV,Vir,,55
80945,,16.528269,-41.817145,5.31,0.299,B1Ia,Sco,,
85667,,17.50661,-1.062922,5.31,0.715,G8IV-V,Oph,,
94150,,19.164642,-68.424448,5.31,0.901,G8/K0III/IV,Pav,,
10366,,2.226728,51.065818,5.31,0.926,G8III:var,And,,
10819,,2.321337,47.379973,5.31,0.006,A1V,And,,62
104974,,21.262456,-15.1715,5.31,1.639,M2III,Cap,,29
110649,,22.415638,-57.797415,5.31,0.665,F9V,Tuc,,
27243,,5.77427,-46.59718,5.31,1.04,K0/K1II,Pic,,
37701,,7.734495,50.433794,5.31,-0.001,A0IIIn,Lyn,,
43671,,8.897388,-47.520778,5.31,0.275,Am,Vel,,
45544,,9.282523,-39.401539,5.31,1.166,K2III,Vel,,
5518,,1.177579,68.778621,5.32,-0.014,A0Vnn,Cas,,31
52911,,10.820953,10.545202,5.32,0.035,A2V,Leo,,53
57111,,11.707889,66.744906,5.32,1.267,K3III,Dra,,3
60449,,12.393174,-35.412677,5.32,-0.066,B8/B9V,Cen,,
65479,,13.420568,-64.485144,5.32,0.411,F2III,Cen,,
72489,,14.821959,-14.149022,5.32,0.066,Ap,Lib,Mu,7
73049,,14.929085,-33.855785,5.32,0.046,A0V,Cen,,
74649,,15.253154,4.939362,5.32,1.092,K0III,Ser,,3
80208,,16.374444,-49.572354,5.32,-0.047,B6IV,Nor,,
84177,,17.207725,10.585168,5.32,1.593,M2III,Oph,,37
97749,,19.864056,-39.874367,5.32,-0.045,A0p,Sgr,,
98624,,20.03123,-66.943966,5.32,1.218,K2IVCN...,Pav,Mu-2,
99461,,20.186632,-36.101212,5.32,0.868,K2V,Sgr,,
103882,,21.049433,-38.631447,5.32,0.424,F3V,Mic,Zet,
112781,,22.839655,-80.123845,5.32,-0.126,B6IV,Oct,Xi,
14168,,3.045076,-7.685472,5.32,0.941,K0II-III,Eri,Rho-2,9
15770,,3.386997,49.213269,5.32,-0.076,B5V,Per,,
18957,,4.06239,5.435624,5.32,-0.08,B3V,Tau,,40
21515,,4.620465,0.998314,5.32,-0.107,B7V,Tau,,
26126,,5.571326,3.766895,5.32,0.051,A2V,Ori,,38
38146,,7.817132,-24.912208,5.32,0.751,G2,Pup,,
41260,,8.417706,-24.046212,5.32,1.476,K4/K5III,Pup,,
5131,,1.094709,21.473181,5.33,0.003,A1Vn,Psc,Psi-1,74
52678,,10.771269,-64.514559,5.33,-0.096,B7:V,Car,,
64823,,13.287674,13.675751,5.33,1.304,K3III,Vir,,
90074,,18.38141,-36.669556,5.33,-0.121,B7Ib/II,Sgr,,
93124,,18.970763,17.360912,5.33,0.731,F8Ib,Aql,,
97421,,19.800321,-56.362611,5.33,0.196,A9Vn,Tel,Nu,
98438,,20.000919,17.516511,5.33,1.576,M4IIIa,Sge,,13
109786,,22.238342,-21.074566,5.33,0.812,K1III,Aqr,,41
116264,,23.557804,22.498775,5.33,1.481,M5IIIa,Peg,,71
20161,,4.321301,-44.267919,5.33,1.066,K2III,Hor,,
22730,,4.889659,2.508225,5.33,1.632,M1III,Ori,,5
22834,,4.913273,7.779097,5.33,1.214,K1III,Ori,,
23879,,5.131359,8.498429,5.33,0.338,Am,Ori,,14
39734,,8.121678,-20.554342,5.33,0.1,A3Ib/II,Pup,,
40817,,8.330274,-71.514906,5.33,-0.063,B9III/IV,Vol,Kap-1,
41616,,8.484654,-47.928923,5.33,-0.14,B2IV,Vel,,
41822,,8.526592,18.09442,5.33,1.567,K5III,Cnc,The,31
41909,,8.545139,20.441162,5.33,1.252,K3III,Cnc,Eta,33
50888,,10.391478,-38.009839,5.34,0.251,A8V,Ant,,
58884,,12.077479,-68.328912,5.34,-0.012,A0V,Mus,,
59184,,12.137422,-48.692487,5.34,-0.01,A1V,Cen,,
63117,,12.932538,-56.835806,5.34,0.01,O9Ib,Cru,,
70469,,14.413508,-24.80631,5.34,0.962,K0III,Lib,,
76866,,15.696504,12.847528,5.34,0.033,A0p Sr,Ser,Chi,20
82587,,16.882796,31.701674,5.34,0.319,F0V,Her,,53
96288,,19.578127,42.412509,5.34,0.06,A2V,Cyg,,
9440,,2.020759,-30.00183,5.34,0.883,G8III,For,Pi,
13490,,2.895168,38.337488,5.34,0.423,F4Vvar,Per,,20
103127,,20.894494,-39.809865,5.34,1.318,K2III,Mic,,
107788,,21.835749,17.285851,5.34,0.394,F2III-IV,Peg,,13
109654,,22.213284,34.604592,5.34,1.134,K2III,Peg,,
110000,,22.280012,-12.831436,5.34,1.132,K1III,Aqr,,42
113327,,22.95125,48.684068,5.34,-0.102,B4IIIpe,Lac,,
17563,,3.761234,6.049991,5.34,-0.099,B3V,Tau,,29
20186,,4.326862,21.773491,5.34,-0.107,A0p Si,Tau,,56
24817,,5.319783,2.595806,5.34,0.412,F5IIvar,Ori,,21
25980,,5.54482,-1.591831,5.34,-0.188,B1IV,Ori,,
26001,,5.549873,-64.227517,5.34,1.039,G8/K0III,Dor,,
29704,,6.25698,16.143175,5.34,-0.101,B7V,Ori,,72
30247,,6.362811,53.452179,5.34,0.448,F5III...,Aur,,45
31789,,6.646995,39.902559,5.34,-0.075,B8III,Aur,Psi-3,52
32489,,6.780417,57.169176,5.34,0.964,K0III,Lyn,,13
33048,,6.884738,59.448543,5.34,0.675,G4III...,Lyn,,14
36896,,7.585778,30.960924,5.34,1.01,K0III,Gem,,
40215,,8.213552,68.474072,5.34,1.037,G8II,UMa,,
43414,,8.842982,-66.792981,5.34,0.423,F5IV,Vol,,
46107,,9.40268,-80.786876,5.34,0.454,F3/F5IV,Cha,Iot,
3951,,0.845442,64.247549,5.35,0.528,A4V comp SB,Cas,,
4371,,0.933747,-11.266526,5.35,1.505,K4III,Cet,Phi-3,22
6706,,1.437573,19.172346,5.35,0.395,F2V:var,Psc,Rho,93
66936,,13.717698,3.537903,5.35,1.091,K1III,Vir,,84
75119,,15.350554,0.715337,5.35,1.191,K3III,Ser,,6
77907,,15.910516,43.138567,5.35,1.645,M3III,Her,,2
79050,,16.135439,-26.326679,5.35,1.643,M2III,Sco,,
80782,,16.495091,-46.243229,5.35,0.488,B1.5Iap,Nor,,
82802,,16.922825,18.433213,5.35,1.407,K4III,Her,,54
86182,,17.610457,48.585634,5.35,1.142,K1III,Her,,82
92953,,18.938044,-42.710676,5.35,0.998,G6III-IV,CrA,,
94385,,19.211309,-7.939518,5.35,0.094,B3V,Aql,,20
110273,,22.336643,-7.821102,5.35,-0.048,B8IIIMNp...,Aqr,Rho,46
115355,,23.365259,31.812465,5.35,-0.101,B6III,Peg,,64
116709,,23.652316,50.471733,5.35,-0.061,B9V,And,,18
22157,,4.76715,11.705591,5.35,0.197,Am...,Ori,,
28946,,6.109749,38.482644,5.35,0.251,A4m,Aur,,40
29246,,6.16639,58.935694,5.35,1.096,G8III,Cam,,37
35957,,7.412182,-31.808905,5.35,1.071,K1III,CMa,,
36439,,7.498867,49.672463,5.35,0.47,F6V,Lyn,,22
42604,,8.683629,45.83401,5.35,0.993,G0IV,Lyn,,34
46811,,9.538688,-40.649335,5.35,0.897,G8III,Vel,,
3138,,0.665436,21.438495,5.36,1.16,F3V...,Psc,,55
3632,,0.775822,15.475504,5.36,1.559,M4III,Psc,,57
5268,,1.121838,-61.775289,5.36,0.884,G5III,Tuc,Iot,
52405,,10.711269,-59.215759,5.36,0.213,B2.5Ia,Car,,
52638,,10.764416,30.682313,5.36,-0.05,A1Vn,LMi,,42
58510,,11.999142,3.655197,5.36,-0.001,A1V,Vir,,7
65301,,13.383643,-17.735274,5.36,0.987,K0III,Vir,,63
72131,,14.754802,-62.875648,5.36,0.308,A7Vn,Cir,,
75439,,15.412504,-39.710268,5.36,-0.093,Ap...,Lup,Ups,
76628,,15.648488,-19.301892,5.36,0.883,G8III/IV,Lib,,41
84821,,17.336065,25.537603,5.36,0.063,A3III,Her,,
89605,,18.285426,-56.023351,5.36,-0.05,B3IIIpe,Tel,,
92989,,18.944582,-37.343241,5.36,-0.147,B3V,CrA,,
11258,,2.414987,-60.311947,5.36,0.395,F2III,Hor,Lam,
11791,,2.53595,-1.034896,5.36,1.004,G3III:,Cet,,75
102599,,20.79265,80.552262,5.36,1.144,K1III,Dra,,
110109,,22.304289,-53.627073,5.36,0.614,G1V,Gru,,
116889,,23.692914,-18.027077,5.36,1.58,K4/K5III,Aqr,,103
18993,,4.06941,2.826947,5.36,0.505,F6IV,Tau,,
21730,,4.666126,53.473021,5.36,0.331,A8V,Cam,,2
26063,,5.558735,-1.156073,5.36,-0.175,B1V,Ori,,
27658,,5.856107,-7.518003,5.36,-0.195,B2IV-V,Ori,,55
29490,,6.214182,65.718422,5.36,1.344,K2II-III,Cam,,36
29996,,6.314051,-9.390018,5.36,1.239,K1III,Mon,,
34987,,7.238906,3.111414,5.36,1.193,K0III,CMi,,
35083,,7.255854,-30.686447,5.36,-0.155,B2V,CMa,,
37853,,7.759736,-34.172363,5.36,0.589,G0V,Pup,,
38846,,7.94939,-43.500411,5.36,-0.166,B2.5V,Pup,,
40107,,8.192501,-7.772539,5.36,0.892,G8III,Hya,,
45410,,9.253848,14.941507,5.36,1.319,K1III,Cnc,Pi-2,82
47723,,9.728862,14.021692,5.36,1.61,M2III,Leo,Psi,16
8230,,1.766461,-5.733299,5.37,1.517,K4III,Cet,,
49081,,10.016864,31.923672,5.37,0.676,G1V,LMi,,20
54746,,11.209191,-49.100996,5.37,0.175,A2III,Cen,,
60978,,12.499267,58.405742,5.37,0.205,A5e...,UMa,,74
63432,,12.998665,66.597272,5.37,1.282,K2III,Dra,,9
73223,,14.964755,-76.662655,5.37,1.442,K4III,Aps,,
79804,,16.287595,59.755023,5.37,1.551,M4IIIa,Dra,,
80337,,16.400355,-39.19298,5.37,0.625,G3/G5V,Sco,,
88380,,18.047527,-24.282468,5.37,0.495,F2/F3II/III,Sgr,,7
90763,,18.518012,-32.989114,5.37,0.182,A5V,Sgr,,
92111,,18.772391,-22.392176,5.37,1.591,K5III,Sgr,,28
92112,,18.772849,75.433964,5.37,0.049,A1Vn,Dra,,50
109404,,22.165473,-34.014967,5.37,0.241,A5IV,PsA,,
109592,,22.20056,60.759095,5.37,1.184,K1III,Cep,,
110298,,22.340994,5.789498,5.37,-0.037,B5IV,Peg,,30
113957,,23.077668,-53.964905,5.37,1.453,K5III,Gru,Kap,
23482,,5.046861,-49.151407,5.37,0.421,F2V,Pic,Eta-1,
26248,,5.590869,24.039589,5.37,-0.092,B2.5IV,Tau,,121
28949,,6.11076,-4.193836,5.37,-0.122,B5IV,Mon,,
29730,,6.261257,59.998975,5.37,1.339,K3III,Cam,,40
30565,,6.424623,-69.690299,5.37,0.971,G8III,Dor,Pi-2,
35848,,7.391386,-27.834294,5.37,1.539,K4III,CMa,,
35987,,7.416161,11.669524,5.37,0.105,A5IV,CMi,,1
39117,,8.003264,73.917919,5.37,1.424,K3III,Cam,,
1645,,0.343295,8.190271,5.38,1.343,K3III,Psc,,41
1960,,0.413193,61.831057,5.38,0.008,B9III,Cas,,12
2568,,0.543189,20.294316,5.38,1.069,K0III,Psc,,52
3330,,0.707869,-65.46803,5.38,0.515,F6V,Tuc,Rho,
60379,,12.380403,-57.676132,5.38,-0.098,B9V,Cru,,
60781,,12.458019,-58.991756,5.38,1.543,M4/M5III,Cru,,
62572,,12.820496,83.412901,5.38,0.033,A1IIIsh,Cam,,
66849,,13.700307,-58.787078,5.38,-0.029,B9IV,Cen,,
70931,,14.505823,-49.519018,5.38,0.056,A1V,Lup,,
73095,,14.938123,-52.809548,5.38,0.142,A2III,Lup,,
75178,,15.363495,32.933695,5.38,-0.051,B9Vn,Boo,,50
77858,,15.89831,-24.533157,5.38,-0.011,B5V,Sco,,
84862,,17.34432,32.467743,5.38,0.619,G0V,Her,,72
90642,,18.494717,-1.985308,5.38,0.961,K0III,Ser,,60
91013,,18.565749,52.353517,5.38,1.091,K0III,Dra,,
91217,,18.607731,9.122491,5.38,0.387,F5III,Oph,,
92202,,18.791375,-5.705147,5.38,1.28,K0Ibpvar,Sct,,
94712,,19.272706,-45.466033,5.38,1.349,K3III,Tel,,
97650,,19.846329,-10.763512,5.38,0.402,F0V,Aql,,51
12086,,2.596336,34.687558,5.38,1.652,M3III,Tri,,15
99031,,20.106055,35.972468,5.38,0.85,K0IV,Cyg,,27
100965,,20.470687,81.422708,5.38,1.01,G9III,Dra,,75
103732,,21.019702,46.155773,5.38,-0.206,B1V,Cyg,,60
105665,,21.402665,-20.851869,5.38,1.176,K0III,Cap,,33
109521,,22.186069,50.823393,5.38,0.152,A5V,Lac,,
18859,,4.04354,-0.268923,5.38,0.516,F5V,Eri,,
20264,,4.34417,-20.639622,5.38,-0.027,A0V,Eri,,
20430,,4.376373,25.629314,5.38,-0.041,B9V,Tau,Chi,59
21670,,4.65171,7.870976,5.38,0.257,A5m,Tau,,
24799,,5.316674,33.748394,5.38,-0.167,A0p...,Aur,,
35589,,7.344114,-52.085924,5.38,-0.069,B9V,Car,,
38722,,7.927749,19.88397,5.38,-0.035,A0Vs,Gem,,85
45571,,9.288149,-68.689642,5.38,0.415,F4V,Car,,
46404,,9.462995,-6.071187,5.38,0.642,G2V,Hya,,
4890,,1.046997,-46.397311,5.39,0.9,G8III,Phe,,
55650,,11.400646,1.407765,5.39,0.938,G8IIICN...,Leo,,79
56391,,11.560337,-40.586637,5.39,0.117,A2IV/V,Cen,,
71500,,14.622266,-46.133439,5.39,0.927,K0III,Lup,,
71618,,14.647289,44.4045,5.39,0.03,A1V,Boo,,33
77227,,15.768233,-1.804193,5.39,-0.035,B8III,Ser,,25
78459,,16.017412,33.303509,5.39,0.612,G2V,CrB,Rho,15
79195,,16.164033,-3.466729,5.39,1.446,K4III,Ser,,
82764,,16.915324,20.958488,5.39,0.966,G8III,Her,,
84979,,17.368299,-70.123208,5.39,-0.042,B8/B9Vn...,Aps,Iot,
89851,,18.335775,-15.831697,5.39,1.473,K3III,Ser,,
93299,,19.003799,50.533466,5.39,-0.182,B2.5IV,Dra,,
96302,,19.580813,29.462954,5.39,0.581,A0V+...,Cyg,,9
97534,,19.823694,-72.503378,5.39,0.234,A4III,Pav,,
13202,,2.831716,-27.941981,5.39,0.013,A1V,For,Gam-2,
101483,,20.565845,13.027255,5.39,0.093,A3IVs,Del,Eta,3
105966,,21.461126,27.608593,5.39,0.049,A1V,Vul,,35
114389,,23.167072,9.822082,5.39,-0.068,B9III,Peg,,58
18396,,3.932824,47.87142,5.39,-0.073,B6V,Per,,
19513,,4.180517,26.480952,5.39,0.352,F2IV-V,Tau,,44
22044,,4.740508,11.146137,5.39,0.251,F0V,Ori,,
23221,,4.997348,-10.263325,5.39,0.797,G4V,Eri,,63
29850,,6.285172,9.94239,5.39,0.106,A2V,Ori,,75
32494,,6.7813,-51.265667,5.39,1.33,K1II/IIIp+G:,Car,,
32677,,6.816038,-15.144726,5.39,-0.096,B7IV,CMa,,
39538,,8.079768,79.479612,5.39,-0.04,A0p...,Cam,,
46735,,9.525671,35.103273,5.39,1.543,M1III,LMi,,8
4914,,1.050705,-4.836601,5.4,1.106,K0III-IV,Cet,,25
54849,,11.22932,-0.069502,5.4,-0.02,A0V,Leo,,69
65728,,13.474203,59.945787,5.4,-0.01,A1Vn,UMa,,
70602,,14.440935,19.2269,5.4,0.231,F0m,Boo,,22
76013,,15.525228,-73.389591,5.4,-0.146,B1npe,Aps,Kap-1,
80214,,16.374783,33.703478,5.4,1.523,K5III,CrB,Nu-2,21
80399,,16.411046,-29.704663,5.4,0.625,G0,Sco,,
,,16.688157,31.601207,5.4,,K0 V,Her,,
91989,,18.74921,-39.686188,5.4,0.85,K1/K2III+..,CrA,,
93526,,19.048472,-3.698987,5.4,-0.005,A1V,Aql,,14
93713,,19.081991,53.396654,5.4,-0.014,A0Vn,Dra,,51
93717,,19.082687,-4.03142,5.4,1.12,K1III,Aql,,15
12653,,2.709265,-50.800294,5.4,0.561,G3IV,Hor,Iot,
98962,,20.092444,61.99542,5.4,1.191,K3III,Dra,,66
,,21.241391,10.006094,5.4,,F7 V,Equ,,
105143,,21.299246,-17.985138,5.4,-0.118,B5II/III,Cap,,30
17854,,3.820476,70.87105,5.4,0.096,A2m,Cam,,
20376,,4.363227,60.735625,5.4,1.497,M0III,Cam,,
21036,,4.510378,13.724402,5.4,0.263,F0V,Tau,,83
25499,,5.452804,17.962216,5.4,-0.09,B5V,Tau,,115
26536,,5.643913,30.492412,5.4,0.45,A2V + GIII,Aur,,26
31579,,6.609121,38.4455,5.4,2.773,C5II,Aur,,
35795,,7.383527,-31.923781,5.4,-0.161,B3V,CMa,,
43721,,8.904091,30.579115,5.4,1.05,G7III,Cnc,,57
46454,,9.474278,9.056778,5.4,0.605,F9V,Leo,Ome,2
46471,Intercrus,9.477775,45.601483,5.4,0.993,K0III-IV,UMa,,
47080,,9.594334,35.810133,5.4,0.77,G8IV-V,LMi,,11
930,,0.192894,-27.799737,5.41,1.346,K2III,Scl,Kap-2,
3544,,0.754774,55.221396,5.41,0.022,A2Vs,Cas,,
7450,,1.599713,-15.400183,5.41,1.226,K1III,Cet,,50
61621,,12.628409,-27.138888,5.41,0.334,F0V,Hya,,
67288,,13.790386,-17.859839,5.41,1.623,M2III,Vir,,87
69989,,14.321188,13.004299,5.41,0.385,F5IV,Boo,,18
77060,,15.734556,-15.672834,5.41,0.238,A6IV,Lib,Eta,44
77859,,15.898851,-23.978094,5.41,-0.033,B2V,Sco,,
80693,,16.476106,0.665002,5.41,1.461,K4IIIp,Oph,,
83838,,17.133907,35.935174,5.41,0.309,A5m,Her,,
85537,,17.48046,0.330625,5.41,0.237,A8V,Oph,,
89772,,18.319316,7.259767,5.41,1.084,K2III,Oph,,
90023,,18.369083,23.285176,5.41,1.633,K5III,Her,,
91235,,18.610373,33.469036,5.41,-0.101,B8II-IIIp..,Lyr,,
96693,,19.657356,42.818278,5.41,-0.063,B9III,Cyg,,14
97646,,19.845775,-59.193667,5.41,0.082,A0IV,Pav,,
102177,,20.703508,50.34003,5.41,-0.107,B2V,Cyg,,51
102773,,20.821733,-68.776521,5.41,1.122,K0III,Pav,Sig,
104750,,21.221479,-27.619333,5.41,1.425,K3III,Mic,,
32912,,6.857495,-70.963411,5.41,-0.11,B7IV,Vol,Iot,
34301,,7.111324,-11.294014,5.41,0.033,B0.5IV,CMa,,
35855,,7.392193,-32.202067,5.41,-0.169,B2/B3II/III,CMa,,
36363,,7.484916,-38.812065,5.41,-0.148,B3V,Pup,,
37450,,7.687727,-38.533532,5.41,-0.13,B3V,Pup,,
761,,0.155851,-27.987928,5.42,0.414,F3V,Scl,Kap-1,
2240,,0.474027,-39.915002,5.42,1.556,M0III,Phe,,
3721,,0.796119,74.847573,5.42,-0.066,B8III,Cas,,23
5951,,1.276747,-2.500368,5.42,0.888,G5III-IVe,Cet,,39
6592,,1.411329,-41.492549,5.42,1.03,K0III,Phe,,
8814,,1.888152,40.72979,5.42,1.311,K1III,And,,55
50333,,10.277983,13.728334,5.42,1.65,M1III,Leo,,37
57512,,11.788654,-57.696498,5.42,1.664,K5III,Cen,,
61309,,12.56081,33.247584,5.42,1.011,K0IIICN...,CVn,,
62223,La Superba,12.752174,45.440256,5.42,2.994,C7Iab,CVn,,
70794,,14.478256,-6.900536,5.42,1.49,K5III,Vir,,106
80390,,16.408821,-37.566044,5.42,-0.104,B8V,Sco,,
91494,,18.659768,-43.185878,5.42,1.654,M2III,CrA,,
9589,,2.053236,0.128507,5.42,0.146,A5III,Cet,,60
11046,,2.37011,-0.884852,5.42,0.335,F0Vn,Cet,,70
101800,,20.630311,11.377676,5.42,0.05,A2V,Del,Iot,5
105972,,21.46282,66.809096,5.42,-0.099,B7V,Cep,,7
114273,,23.1447,2.127883,5.42,0.908,G8IV,Psc,,5
20776,,4.450806,80.824159,5.42,1.179,G6III:,Cep,,
31299,,6.563745,-36.232029,5.42,1.419,K3III,Col,,
32311,,6.745961,28.970932,5.42,1.445,K4III,Gem,,28
36778,,7.564179,-36.338392,5.42,-0.078,B2Vne,Pup,,
41817,,8.525257,-19.577462,5.42,-0.061,B9.5IV/V,Pyx,,
44818,,9.133348,29.654235,5.42,0.888,G8III,Cnc,Tau,72
9326,,1.996166,-20.824539,5.43,1.64,M0/M1III,Cet,,57
51585,,10.536604,14.13727,5.43,1.696,M2III,Leo,,46
54173,,11.081721,-35.804678,5.43,0.021,A0V,Ant,,
54477,,11.145557,-28.08067,5.43,0.069,A1V,Hya,,
62423,Tianyi,12.792873,66.790304,5.43,1.567,K5III,Dra,,7
74941,,15.313651,-60.496334,5.43,-0.089,O7Iab:,Cir,,
76618,,15.647079,-52.372695,5.43,0.005,B9V,Nor,,
78012,,15.929884,37.946958,5.43,0.352,F0IV,CrB,Lam,12
78246,,15.976352,-24.831488,5.43,-0.092,B5V,Sco,,
79387,,16.202032,-8.547576,5.43,0.118,A4V,Sco,,16
83962,,17.163319,-10.523301,5.43,0.465,F5IV,Oph,,
87728,,17.919762,72.005127,5.43,0.34,F2.5II-III,Dra,Psi-2,34
91237,,18.610854,6.671805,5.43,0.386,F3V,Oph,,
92614,,18.87123,21.425142,5.43,-0.068,B9p...,Her,,112
9372,,2.007451,-8.523873,5.43,1.391,M3III,Cet,,
11029,,2.367092,-10.777534,5.43,0.364,F0V,Cet,,
12768,,2.734766,44.29704,5.43,0.904,G0Ib,Per,,14
108661,,22.013951,-28.453736,5.43,-0.095,B8/B9V+...,PsA,Eta,12
109472,,22.177078,-11.564939,5.43,-0.117,B5III,Aqr,,38
112731,,22.829521,55.902777,5.43,1.167,K1III,Lac,,
112832,,22.850599,-39.156834,5.43,1.444,K3III,Gru,,
113521,,22.99096,0.962927,5.43,0.982,K1III:,Psc,,2
117447,,23.813937,62.214516,5.43,0.67,A3Ia comp,Cas,,6
23983,,5.155456,9.829579,5.43,0.249,A2m,Ori,,16
25769,,5.502835,63.06722,5.43,1.704,M1III,Cam,,17
31121,,6.530573,-8.158235,5.43,1.373,K2III,Mon,,
43082,,8.775152,-45.912504,5.43,0.238,B3Ia,Vel,,
43908,,8.944949,-85.663152,5.43,0.306,F0III,Oct,Zet,
47956,,9.772352,-76.77612,5.43,0.901,G8III,Cha,Nu,
4510,,0.963931,28.992217,5.44,1.076,G6III,Psc,,68
52737,,10.781127,-17.296874,5.44,0.112,A3V,Hya,,
58379,,11.970898,-56.31731,5.44,-0.062,B8III,Cru,,
64094,,13.135321,-65.306023,5.44,-0.033,WC6 + O9.5I,Mus,The,
76397,,15.603364,-44.396823,5.44,1.497,M0III,Lup,,
78893,,16.105475,67.810134,5.44,-0.019,A0Vn,Dra,,
79963,,16.321568,-42.673965,5.44,0.099,A3Vn,Nor,Lam,
87847,,17.946596,-4.081823,5.44,1.162,G9III,Oph,,
90414,,18.448336,-48.117243,5.44,0.855,K0/K1III+..,Tel,,
13782,,2.9566,-23.862164,5.44,0.238,A5IV/V,Eri,,4
99631,,20.220523,-1.009339,5.44,1.43,K5III,Aql,,66
101243,,20.521893,49.220297,5.44,1.566,M2III,Cyg,Ome-2,46
113996,,23.086052,-7.693801,5.44,0.312,F2V,Aqr,,83
115152,,23.324945,48.625322,5.44,1.014,K0III,And,,11
15547,,3.338783,77.73474,5.44,0.211,A6V,Cep,,
17776,,3.805782,23.42125,5.44,-0.067,B8V,Tau,,
19483,,4.172923,-6.923852,5.44,0.941,G8III,Eri,,37
24254,,5.206237,73.946674,5.44,-0.108,B9p Si,Cam,,
24829,,5.322813,-50.605967,5.44,0.517,F7III-IV,Pic,Zet,
26649,,5.663845,-32.629216,5.44,0.913,G6/G8III,Col,,
29736,,6.26249,12.551067,5.44,0.015,B9II-III,Ori,,73
32439,,6.77067,79.564811,5.44,0.525,F8V,Cam,,
33184,,6.906851,-1.126996,5.44,0.167,A4IV,Mon,,
34724,,7.189893,-0.301928,5.44,0.31,F2V,Mon,,21
38497,,7.884308,-36.363769,5.44,1.161,K1IIICN...,Pup,,
43851,,8.932097,11.626023,5.44,1.462,K5III,Cnc,,60
43932,,8.949056,32.91043,5.44,0.181,A7IV,Cnc,Sig-2,59
47204,,9.620184,-53.668508,5.44,0.137,A2/A3V,Vel,,
2942,,0.622561,35.399501,5.45,0.886,G5III,And,,
3083,,0.652748,49.354589,5.45,1.644,K5III,Cas,,
